station_name,city,datetime,air_temperature,air_temperature_dew_point,wind_speed_rate,visibility_distance,Season_name,month,hour
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-07-31 18:00:00,37.0,8.0,6.2,9900,Summer,7,18
WADI AL DAWASIR,WADI AL DAWASIR,2025-07-31 18:00:00,39.0,-4.0,2.1,9900,Summer,7,18
KING KHALED INTL,KING KHALED INTL,2025-07-31 18:00:00,40.2,-2.0,4.1,10000,Summer,7,18
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-07-31 18:00:00,39.0,12.0,2.6,9999,Summer,7,18
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-07-31 18:00:00,34.0,-3.0,2.1,9900,Summer,7,18
HAIL,HAIL,2025-07-31 18:00:00,34.6,0.0,3.1,10000,Summer,7,18
HAIL,HAIL,2025-07-31 18:00:00,35.0,0.0,3.1,9900,Summer,7,18
WEJH,WEJH,2025-07-31 18:00:00,32.0,24.0,3.6,9900,Summer,7,18
TABUK,TABUK,2025-07-31 18:00:00,34.8,-1.0,4.1,10000,Summer,7,18
QAISUMAH,QAISUMAH,2025-07-31 18:00:00,39.0,-2.0,3.1,10000,Summer,7,18
QAISUMAH,QAISUMAH,2025-07-31 18:00:00,39.0,-2.0,3.1,9900,Summer,7,18
ARAR,ARAR,2025-07-31 18:00:00,35.1,-2.0,4.1,10000,Summer,7,18
BISHA,BISHA,2025-07-31 18:00:00,34.0,9.0,5.1,9900,Summer,7,18
WADI AL DAWASIR,WADI AL DAWASIR,2025-07-31 18:00:00,38.8,-4.0,2.1,10000,Summer,7,18
KING KHALED AB,KING KHALED AB,2025-07-31 18:00:00,24.9,6.0,2.1,10000,Summer,7,18
YENBO,YENBO,2025-07-31 18:00:00,34.0,25.0,5.1,9900,Summer,7,18
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-07-31 18:00:00,38.4,8.0,5.1,10000,Summer,7,18
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-07-31 18:00:00,39.4,12.0,2.6,10000,Summer,7,18
TABUK,TABUK,2025-07-31 18:00:00,35.0,-1.0,4.1,9900,Summer,7,18
RAFHA,RAFHA,2025-07-31 18:00:00,35.0,-6.0,3.1,9900,Summer,7,18
GURIAT,GURIAT,2025-07-31 18:00:00,29.0,11.0,5.1,10000,Summer,7,18
ARAR,ARAR,2025-07-31 18:00:00,35.0,-2.0,4.1,9900,Summer,7,18
TURAIF,TURAIF,2025-07-31 18:00:00,29.0,10.0,9.3,9900,Summer,7,18
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-07-31 17:00:00,36.0,22.0,7.7,9999,Summer,7,17
KING KHALED AB,KING KHALED AB,2025-07-31 17:00:00,26.0,9.0,3.6,9999,Summer,7,17
GASSIM,GASSIM,2025-07-31 17:00:00,39.0,0.0,3.1,9900,Summer,7,17
WEJH,WEJH,2025-07-31 17:00:00,32.0,24.0,4.1,9900,Summer,7,17
ARAR,ARAR,2025-07-31 17:00:00,37.0,-2.0,3.6,9900,Summer,7,17
NEJRAN,NEJRAN,2025-07-31 17:00:00,37.0,0.0,3.1,9999,Summer,7,17
WADI AL DAWASIR,WADI AL DAWASIR,2025-07-31 17:00:00,39.0,-3.0,1.0,9900,Summer,7,17
KING KHALED INTL,KING KHALED INTL,2025-07-31 17:00:00,41.0,-2.0,4.1,9900,Summer,7,17
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-07-31 17:00:00,39.0,8.0,6.2,9900,Summer,7,17
HAIL,HAIL,2025-07-31 17:00:00,35.0,-1.0,4.1,9900,Summer,7,17
QAISUMAH,QAISUMAH,2025-07-31 17:00:00,40.0,-3.0,4.1,9900,Summer,7,17
RAFHA,RAFHA,2025-07-31 17:00:00,38.0,-6.0,4.1,9900,Summer,7,17
AL BAHA,AL BAHA,2025-07-31 17:00:00,29.0,14.0,9.3,9999,Summer,7,17
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-07-31 17:00:00,42.0,7.0,6.7,9999,Summer,7,17
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-07-31 17:00:00,36.0,-3.0,3.1,9900,Summer,7,17
GURIAT,GURIAT,2025-07-31 17:00:00,31.0,10.0,6.2,9900,Summer,7,17
AL JOUF,AL JOUF,2025-07-31 17:00:00,35.0,-4.0,5.1,9900,Summer,7,17
TURAIF,TURAIF,2025-07-31 17:00:00,31.0,9.0,7.2,9900,Summer,7,17
ABHA,ABHA,2025-07-31 17:00:00,25.0,4.0,3.1,9999,Summer,7,17
TAIF,TAIF,2025-07-31 17:00:00,30.0,12.0,6.2,9999,Summer,7,17
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-07-31 17:00:00,38.0,21.0,3.1,8000,Summer,7,17
AL AHSA,AL AHSA,2025-07-31 17:00:00,40.0,3.0,2.6,9900,Summer,7,17
TABUK,TABUK,2025-07-31 17:00:00,36.0,0.0,5.1,9900,Summer,7,17
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-07-31 17:00:00,38.0,8.0,8.2,9900,Summer,7,17
BISHA,BISHA,2025-07-31 17:00:00,35.0,12.0,6.2,9900,Summer,7,17
SHARURAH,SHARURAH,2025-07-31 17:00:00,40.0,1.0,3.1,9999,Summer,7,17
YENBO,YENBO,2025-07-31 17:00:00,35.0,25.0,5.1,9900,Summer,7,17
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-07-31 17:00:00,40.0,11.0,3.6,9999,Summer,7,17
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-07-31 16:22:00,36.0,23.0,7.7,9999,Summer,7,16
ABHA,ABHA,2025-07-31 16:00:00,26.0,10.0,4.1,9999,Summer,7,16
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-07-31 16:00:00,38.0,21.0,4.1,8000,Summer,7,16
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-07-31 16:00:00,40.0,5.0,3.6,9900,Summer,7,16
WEJH,WEJH,2025-07-31 16:00:00,32.0,25.0,5.1,9900,Summer,7,16
QAISUMAH,QAISUMAH,2025-07-31 16:00:00,42.0,-2.0,7.2,9900,Summer,7,16
TURAIF,TURAIF,2025-07-31 16:00:00,34.0,7.0,8.2,9900,Summer,7,16
SHARURAH,SHARURAH,2025-07-31 16:00:00,41.0,-2.0,3.1,9999,Summer,7,16
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-07-31 16:00:00,36.0,24.0,7.7,9000,Summer,7,16
WADI AL DAWASIR,WADI AL DAWASIR,2025-07-31 16:00:00,41.0,-3.0,3.1,9900,Summer,7,16
KING KHALED AB,KING KHALED AB,2025-07-31 16:00:00,26.0,10.0,3.6,9999,Summer,7,16
KING KHALED INTL,KING KHALED INTL,2025-07-31 16:00:00,42.0,-2.0,3.6,9900,Summer,7,16
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-07-31 16:00:00,41.0,10.0,4.1,9999,Summer,7,16
HAIL,HAIL,2025-07-31 16:00:00,36.0,0.0,3.1,9900,Summer,7,16
RAFHA,RAFHA,2025-07-31 16:00:00,39.0,-3.0,5.1,9900,Summer,7,16
AL JOUF,AL JOUF,2025-07-31 16:00:00,37.0,-1.0,6.2,9900,Summer,7,16
ARAR,ARAR,2025-07-31 16:00:00,39.0,-3.0,4.1,9900,Summer,7,16
NEJRAN,NEJRAN,2025-07-31 16:00:00,37.0,0.0,3.1,8000,Summer,7,16
TAIF,TAIF,2025-07-31 16:00:00,31.0,12.0,8.2,9999,Summer,7,16
YENBO,YENBO,2025-07-31 16:00:00,35.0,24.0,7.2,9999,Summer,7,16
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-07-31 16:00:00,43.0,6.0,8.2,9000,Summer,7,16
AL AHSA,AL AHSA,2025-07-31 16:00:00,43.0,2.0,4.1,7000,Summer,7,16
GURIAT,GURIAT,2025-07-31 16:00:00,32.0,10.0,8.2,8000,Summer,7,16
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-07-31 16:00:00,40.0,5.0,5.1,9900,Summer,7,16
BISHA,BISHA,2025-07-31 16:00:00,37.0,7.0,8.8,9999,Summer,7,16
AL BAHA,AL BAHA,2025-07-31 16:00:00,30.0,8.0,6.7,9999,Summer,7,16
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-07-31 16:00:00,39.0,-1.0,3.1,9900,Summer,7,16
GASSIM,GASSIM,2025-07-31 16:00:00,40.0,1.0,1.5,9900,Summer,7,16
TABUK,TABUK,2025-07-31 16:00:00,37.0,1.0,4.6,9900,Summer,7,16
BISHA,BISHA,2025-07-31 15:00:00,38.2,2.0,4.1,10000,Summer,7,15
NEJRAN,NEJRAN,2025-07-31 15:00:00,38.0,0.0,4.1,9999,Summer,7,15
TAIF,TAIF,2025-07-31 15:00:00,32.3,11.0,9.3,10000,Summer,7,15
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-07-31 15:00:00,39.1,19.0,4.1,10000,Summer,7,15
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-07-31 15:00:00,39.0,19.0,4.1,9900,Summer,7,15
YENBO,YENBO,2025-07-31 15:00:00,36.2,19.0,8.2,10000,Summer,7,15
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-07-31 15:00:00,42.5,9.0,7.2,10000,Summer,7,15
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-07-31 15:00:00,43.0,9.0,7.2,9900,Summer,7,15
GASSIM,GASSIM,2025-07-31 15:00:00,42.0,1.0,2.6,9900,Summer,7,15
RAFHA,RAFHA,2025-07-31 15:00:00,40.7,0.0,8.2,10000,Summer,7,15
GURIAT,GURIAT,2025-07-31 15:00:00,34.2,7.0,10.3,7000,Summer,7,15
AL JOUF,AL JOUF,2025-07-31 15:00:00,38.0,0.0,8.2,9900,Summer,7,15
ARAR,ARAR,2025-07-31 15:00:00,40.1,-2.0,3.6,10000,Summer,7,15
TURAIF,TURAIF,2025-07-31 15:00:00,34.7,2.0,8.2,10000,Summer,7,15
AL BAHA,AL BAHA,2025-07-31 15:00:00,31.0,6.0,4.1,9999,Summer,7,15
KING KHALED INTL,KING KHALED INTL,2025-07-31 15:00:00,43.0,-2.0,4.1,9900,Summer,7,15
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-07-31 15:00:00,41.7,3.0,5.1,10000,Summer,7,15
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-07-31 15:00:00,42.0,3.0,5.1,9900,Summer,7,15
AL-DAWADAMI,AL-DAWADAMI,2025-07-31 15:00:00,40.0,-2.0,4.1,10000,Summer,7,15
WEJH,WEJH,2025-07-31 15:00:00,33.0,25.0,6.2,9900,Summer,7,15
TABUK,TABUK,2025-07-31 15:00:00,38.4,1.0,6.2,10000,Summer,7,15
QAISUMAH,QAISUMAH,2025-07-31 15:00:00,43.0,-2.0,5.1,10000,Summer,7,15
QAISUMAH,QAISUMAH,2025-07-31 15:00:00,43.0,-2.0,5.1,9900,Summer,7,15
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-07-31 15:00:00,41.0,3.0,7.2,9900,Summer,7,15
NEJRAN,NEJRAN,2025-07-31 15:00:00,38.0,0.0,4.1,10000,Summer,7,15
SHARURAH,SHARURAH,2025-07-31 15:00:00,42.8,-3.0,4.1,10000,Summer,7,15
SHARURAH,SHARURAH,2025-07-31 15:00:00,43.0,-3.0,4.1,9999,Summer,7,15
ABHA,ABHA,2025-07-31 15:00:00,26.8,10.0,2.6,10000,Summer,7,15
ABHA,ABHA,2025-07-31 15:00:00,27.0,10.0,2.6,9999,Summer,7,15
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-07-31 15:00:00,36.0,24.0,7.7,8000,Summer,7,15
WADI AL DAWASIR,WADI AL DAWASIR,2025-07-31 15:00:00,44.0,-1.0,4.1,10000,Summer,7,15
TAIF,TAIF,2025-07-31 15:00:00,32.0,11.0,9.3,9999,Summer,7,15
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-07-31 15:00:00,43.0,7.0,10.3,9000,Summer,7,15
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-07-31 15:00:00,40.0,-2.0,4.1,9900,Summer,7,15
GASSIM,GASSIM,2025-07-31 15:00:00,41.8,1.0,2.6,10000,Summer,7,15
AL AHSA,AL AHSA,2025-07-31 15:00:00,44.4,3.0,8.2,4500,Summer,7,15
AL AHSA,AL AHSA,2025-07-31 15:00:00,44.0,3.0,8.2,4500,Summer,7,15
HAIL,HAIL,2025-07-31 15:00:00,37.0,0.0,3.1,10000,Summer,7,15
TABUK,TABUK,2025-07-31 15:00:00,38.0,1.0,6.2,9900,Summer,7,15
RAFHA,RAFHA,2025-07-31 15:00:00,41.0,0.0,8.2,9900,Summer,7,15
GURIAT,GURIAT,2025-07-31 15:00:00,34.0,7.0,10.3,7000,Summer,7,15
TURAIF,TURAIF,2025-07-31 15:00:00,35.0,2.0,8.2,9900,Summer,7,15
AL BAHA,AL BAHA,2025-07-31 15:00:00,30.6,6.0,4.1,10000,Summer,7,15
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-07-31 15:00:00,35.6,24.0,7.7,8000,Summer,7,15
WADI AL DAWASIR,WADI AL DAWASIR,2025-07-31 15:00:00,44.0,-1.0,4.1,9900,Summer,7,15
KING KHALED AB,KING KHALED AB,2025-07-31 15:00:00,28.0,9.0,7.2,10000,Summer,7,15
YENBO,YENBO,2025-07-31 15:00:00,36.0,19.0,8.2,9900,Summer,7,15
HAIL,HAIL,2025-07-31 15:00:00,37.0,-1.0,3.1,9900,Summer,7,15
AL JOUF,AL JOUF,2025-07-31 15:00:00,37.9,0.0,8.2,10000,Summer,7,15
ARAR,ARAR,2025-07-31 15:00:00,40.0,-2.0,3.6,9900,Summer,7,15
BISHA,BISHA,2025-07-31 15:00:00,38.0,2.0,4.1,9999,Summer,7,15
KING KHALED AB,KING KHALED AB,2025-07-31 15:00:00,28.0,9.0,7.2,9999,Summer,7,15
KING KHALED INTL,KING KHALED INTL,2025-07-31 15:00:00,43.3,-2.0,4.1,10000,Summer,7,15
WEJH,WEJH,2025-07-31 15:00:00,33.0,25.0,6.2,10000,Summer,7,15
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-07-31 15:00:00,41.0,3.0,7.2,10000,Summer,7,15
MINA,MINA,2025-07-31 15:00:00,40.0,18.0,4.1,7000,Summer,7,15
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-07-31 14:00:00,39.0,20.0,5.1,9999,Summer,7,14
RAFHA,RAFHA,2025-07-31 14:00:00,42.0,1.0,7.2,9900,Summer,7,14
AL JOUF,AL JOUF,2025-07-31 14:00:00,38.0,0.0,8.2,9900,Summer,7,14
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-07-31 14:00:00,45.0,7.0,10.3,8000,Summer,7,14
GASSIM,GASSIM,2025-07-31 14:00:00,43.0,1.0,2.6,9900,Summer,7,14
AL AHSA,AL AHSA,2025-07-31 14:00:00,46.0,2.0,8.8,2500,Summer,7,14
GURIAT,GURIAT,2025-07-31 14:00:00,35.0,7.0,11.3,7000,Summer,7,14
NEJRAN,NEJRAN,2025-07-31 14:00:00,38.0,0.0,5.1,9999,Summer,7,14
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-07-31 14:00:00,44.0,8.0,11.3,9000,Summer,7,14
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-07-31 14:00:00,41.0,-1.0,5.1,9900,Summer,7,14
HAIL,HAIL,2025-07-31 14:00:00,38.0,-1.0,4.1,9900,Summer,7,14
AL BAHA,AL BAHA,2025-07-31 14:00:00,31.0,6.0,6.2,9999,Summer,7,14
ABHA,ABHA,2025-07-31 14:00:00,28.0,8.0,2.6,9999,Summer,7,14
KING KHALED AB,KING KHALED AB,2025-07-31 14:00:00,28.0,5.0,5.1,9999,Summer,7,14
KING KHALED INTL,KING KHALED INTL,2025-07-31 14:00:00,44.0,-2.0,3.1,9900,Summer,7,14
YENBO,YENBO,2025-07-31 14:00:00,37.0,20.0,9.3,9900,Summer,7,14
WEJH,WEJH,2025-07-31 14:00:00,33.0,25.0,6.7,9900,Summer,7,14
TABUK,TABUK,2025-07-31 14:00:00,39.0,1.0,6.2,9900,Summer,7,14
QAISUMAH,QAISUMAH,2025-07-31 14:00:00,44.0,-3.0,8.2,9900,Summer,7,14
TURAIF,TURAIF,2025-07-31 14:00:00,36.0,0.0,8.2,9900,Summer,7,14
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-07-31 14:00:00,41.0,2.0,6.2,9900,Summer,7,14
BISHA,BISHA,2025-07-31 14:00:00,39.0,1.0,5.7,9999,Summer,7,14
SHARURAH,SHARURAH,2025-07-31 14:00:00,44.0,-5.0,4.6,9999,Summer,7,14
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-07-31 14:00:00,36.0,23.0,11.3,7000,Summer,7,14
WADI AL DAWASIR,WADI AL DAWASIR,2025-07-31 14:00:00,45.0,-3.0,6.2,9900,Summer,7,14
TAIF,TAIF,2025-07-31 14:00:00,34.0,11.0,6.2,9900,Summer,7,14
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-07-31 14:00:00,41.0,2.0,5.7,9900,Summer,7,14
ARAR,ARAR,2025-07-31 14:00:00,41.0,-4.0,5.1,9900,Summer,7,14
NEJRAN,NEJRAN,2025-07-31 13:00:00,38.0,1.0,4.1,9999,Summer,7,13
KING KHALED INTL,KING KHALED INTL,2025-07-31 13:00:00,45.0,-1.0,5.7,9900,Summer,7,13
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-07-31 13:00:00,44.0,9.0,13.9,9000,Summer,7,13
AL AHSA,AL AHSA,2025-07-31 13:00:00,47.0,3.0,10.3,2000,Summer,7,13
HAIL,HAIL,2025-07-31 13:00:00,38.0,-1.0,8.2,9900,Summer,7,13
WEJH,WEJH,2025-07-31 13:00:00,34.0,26.0,7.2,9900,Summer,7,13
RAFHA,RAFHA,2025-07-31 13:00:00,42.0,1.0,7.2,9900,Summer,7,13
AL JOUF,AL JOUF,2025-07-31 13:00:00,39.0,-1.0,10.3,9900,Summer,7,13
TABUK,TABUK,2025-07-31 13:00:00,40.0,0.0,5.1,9900,Summer,7,13
QAISUMAH,QAISUMAH,2025-07-31 13:00:00,45.0,-3.0,7.2,9900,Summer,7,13
ARAR,ARAR,2025-07-31 13:00:00,41.0,-4.0,5.1,9900,Summer,7,13
TURAIF,TURAIF,2025-07-31 13:00:00,37.0,0.0,9.3,9000,Summer,7,13
ABHA,ABHA,2025-07-31 13:00:00,27.0,5.0,6.2,9999,Summer,7,13
TAIF,TAIF,2025-07-31 13:00:00,34.0,10.0,6.7,9999,Summer,7,13
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-07-31 13:00:00,40.0,19.0,5.7,9999,Summer,7,13
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-07-31 13:00:00,42.0,-5.0,3.1,9900,Summer,7,13
GASSIM,GASSIM,2025-07-31 13:00:00,44.0,1.0,2.6,9900,Summer,7,13
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-07-31 13:00:00,42.0,2.0,9.3,9900,Summer,7,13
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-07-31 13:00:00,37.0,22.0,11.3,7000,Summer,7,13
WADI AL DAWASIR,WADI AL DAWASIR,2025-07-31 13:00:00,45.0,-3.0,7.2,9900,Summer,7,13
KING KHALED AB,KING KHALED AB,2025-07-31 13:00:00,28.0,3.0,4.1,9999,Summer,7,13
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-07-31 13:00:00,45.0,6.0,11.3,5000,Summer,7,13
GURIAT,GURIAT,2025-07-31 13:00:00,36.0,6.0,11.3,8000,Summer,7,13
AL BAHA,AL BAHA,2025-07-31 13:00:00,34.0,2.0,9.3,9999,Summer,7,13
SHARURAH,SHARURAH,2025-07-31 13:00:00,44.0,-6.0,4.1,9999,Summer,7,13
YENBO,YENBO,2025-07-31 13:00:00,40.0,19.0,8.2,9900,Summer,7,13
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-07-31 13:00:00,42.0,3.0,5.7,9900,Summer,7,13
BISHA,BISHA,2025-07-31 13:00:00,40.0,1.0,7.7,9999,Summer,7,13
SHARURAH,SHARURAH,2025-07-31 12:00:00,44.0,-7.0,2.6,9999,Summer,7,12
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-07-31 12:00:00,38.7,22.0,8.2,7000,Summer,7,12
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-07-31 12:00:00,39.0,22.0,8.2,7000,Summer,7,12
KING KHALED INTL,KING KHALED INTL,2025-07-31 12:00:00,44.6,-1.0,3.6,10000,Summer,7,12
YENBO,YENBO,2025-07-31 12:00:00,39.0,19.0,9.3,9999,Summer,7,12
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-07-31 12:00:00,42.2,3.0,8.8,10000,Summer,7,12
AL-DAWADAMI,AL-DAWADAMI,2025-07-31 12:00:00,42.0,-5.0,6.2,10000,Summer,7,12
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-07-31 12:00:00,46.0,10.0,13.9,9900,Summer,7,12
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-07-31 12:00:00,41.1,2.0,3.1,10000,Summer,7,12
AL AHSA,AL AHSA,2025-07-31 12:00:00,47.1,5.0,10.3,2000,Summer,7,12
WEJH,WEJH,2025-07-31 12:00:00,34.0,24.0,7.2,9900,Summer,7,12
QAISUMAH,QAISUMAH,2025-07-31 12:00:00,45.0,-3.0,6.2,10000,Summer,7,12
ARAR,ARAR,2025-07-31 12:00:00,41.2,-4.0,5.1,10000,Summer,7,12
AL BAHA,AL BAHA,2025-07-31 12:00:00,35.0,2.0,3.1,9999,Summer,7,12
WADI AL DAWASIR,WADI AL DAWASIR,2025-07-31 12:00:00,45.0,-3.0,6.2,9900,Summer,7,12
TAIF,TAIF,2025-07-31 12:00:00,34.0,8.0,6.2,9999,Summer,7,12
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-07-31 12:00:00,40.0,18.0,5.1,9999,Summer,7,12
GASSIM,GASSIM,2025-07-31 12:00:00,43.5,2.0,1.0,10000,Summer,7,12
AL AHSA,AL AHSA,2025-07-31 12:00:00,47.0,5.0,10.3,2000,Summer,7,12
TABUK,TABUK,2025-07-31 12:00:00,39.0,0.0,4.1,9900,Summer,7,12
RAFHA,RAFHA,2025-07-31 12:00:00,41.7,2.0,6.7,10000,Summer,7,12
TURAIF,TURAIF,2025-07-31 12:00:00,37.0,0.0,9.3,8000,Summer,7,12
BISHA,BISHA,2025-07-31 12:00:00,39.3,-2.0,6.7,10000,Summer,7,12
NEJRAN,NEJRAN,2025-07-31 12:00:00,38.0,2.0,3.1,9999,Summer,7,12
ABHA,ABHA,2025-07-31 12:00:00,25.0,6.0,8.2,9999,Summer,7,12
KING KHALED AB,KING KHALED AB,2025-07-31 12:00:00,28.0,6.0,9.3,9999,Summer,7,12
GASSIM,GASSIM,2025-07-31 12:00:00,44.0,2.0,1.0,9900,Summer,7,12
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-07-31 12:00:00,41.0,2.0,3.1,9900,Summer,7,12
RAFHA,RAFHA,2025-07-31 12:00:00,42.0,2.0,6.7,9900,Summer,7,12
GURIAT,GURIAT,2025-07-31 12:00:00,36.2,7.0,10.3,10000,Summer,7,12
GURIAT,GURIAT,2025-07-31 12:00:00,36.0,7.0,10.3,9900,Summer,7,12
AL JOUF,AL JOUF,2025-07-31 12:00:00,38.5,-2.0,11.8,10000,Summer,7,12
ARAR,ARAR,2025-07-31 12:00:00,41.0,-4.0,5.1,9900,Summer,7,12
TURAIF,TURAIF,2025-07-31 12:00:00,37.0,0.0,9.3,8000,Summer,7,12
NEJRAN,NEJRAN,2025-07-31 12:00:00,38.4,2.0,3.1,10000,Summer,7,12
SHARURAH,SHARURAH,2025-07-31 12:00:00,44.4,-7.0,2.6,10000,Summer,7,12
ABHA,ABHA,2025-07-31 12:00:00,24.9,6.0,8.2,10000,Summer,7,12
TAIF,TAIF,2025-07-31 12:00:00,34.3,8.0,6.2,10000,Summer,7,12
KING KHALED AB,KING KHALED AB,2025-07-31 12:00:00,27.5,6.0,9.3,10000,Summer,7,12
YENBO,YENBO,2025-07-31 12:00:00,39.4,19.0,9.3,10000,Summer,7,12
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-07-31 12:00:00,45.8,6.0,11.8,5000,Summer,7,12
HAIL,HAIL,2025-07-31 12:00:00,38.8,-1.0,5.1,10000,Summer,7,12
WEJH,WEJH,2025-07-31 12:00:00,34.0,24.0,7.2,10000,Summer,7,12
QAISUMAH,QAISUMAH,2025-07-31 12:00:00,45.0,-3.0,6.2,9900,Summer,7,12
AL JOUF,AL JOUF,2025-07-31 12:00:00,39.0,-2.0,11.8,9900,Summer,7,12
BISHA,BISHA,2025-07-31 12:00:00,39.0,-2.0,6.7,9999,Summer,7,12
MINA,MINA,2025-07-31 12:00:00,43.2,21.0,3.1,9000,Summer,7,12
AL BAHA,AL BAHA,2025-07-31 12:00:00,34.7,2.0,3.1,10000,Summer,7,12
WADI AL DAWASIR,WADI AL DAWASIR,2025-07-31 12:00:00,45.4,-3.0,6.2,10000,Summer,7,12
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-07-31 12:00:00,39.9,18.0,5.1,10000,Summer,7,12
KING KHALED INTL,KING KHALED INTL,2025-07-31 12:00:00,45.0,-1.0,3.6,9900,Summer,7,12
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-07-31 12:00:00,42.0,3.0,8.8,9900,Summer,7,12
